date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:27:25	196/196	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Apr%202026%2015:22:07%20GMT	https://spadarisrl.com/favicon.ico	C:/My%20Web%20Sites/Spadari/spadarisrl.com/favicon.ico	(from https://spadarisrl.com/)
12:27:25	12958/12958	---M-Z	200	added ('OK')	text/html	etag:%22329e-60825dc780810-gzip%22	https://spadarisrl.com/index.html	C:/My%20Web%20Sites/Spadari/spadarisrl.com/home.html	(from https://spadarisrl.com/)
12:27:25	60694/60694	---M--	200	added ('OK')	image/png	etag:%22ed16-60825dcd5bc58%22	https://spadarisrl.com/images/logo2.png	C:/My%20Web%20Sites/Spadari/spadarisrl.com/images/logo2.png	(from https://spadarisrl.com/)
12:27:26	11945/11945	---M-Z	200	added ('OK')	text/html	etag:%222ea9-60825dc887ee8-gzip%22	https://spadarisrl.com/contacto.html	C:/My%20Web%20Sites/Spadari/spadarisrl.com/contacto.html	(from https://spadarisrl.com/)
12:27:26	9647/9647	---M-Z	200	added ('OK')	text/html	etag:%2225af-60825dc79c560-gzip%22	https://spadarisrl.com/serv1.html	C:/My%20Web%20Sites/Spadari/spadarisrl.com/serv1.html	(from https://spadarisrl.com/)
12:27:26	9647/9647	---M-Z	200	added ('OK')	text/html	etag:%2225af-60825dc7a1b50-gzip%22	https://spadarisrl.com/serv2.html	C:/My%20Web%20Sites/Spadari/spadarisrl.com/serv2.html	(from https://spadarisrl.com/)
12:27:26	10472/10472	---M-Z	200	added ('OK')	text/html	etag:%2228e8-60825dc7b7ec8-gzip%22	https://spadarisrl.com/serv3.html	C:/My%20Web%20Sites/Spadari/spadarisrl.com/serv3.html	(from https://spadarisrl.com/)
12:27:27	12770/12770	---M-Z	200	added ('OK')	text/html	etag:%2231e2-60825dc7642f0-gzip%22	https://spadarisrl.com/embarcaciones.html	C:/My%20Web%20Sites/Spadari/spadarisrl.com/embarcaciones.html	(from https://spadarisrl.com/)
12:27:27	572398/572398	---M--	200	added ('OK')	image/jpeg	etag:%228bbee-60825dcdf9bb0%22	https://spadarisrl.com/images/slide1.jpg	C:/My%20Web%20Sites/Spadari/spadarisrl.com/images/slide1.jpg	(from https://spadarisrl.com/)
12:27:27	196/196	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Apr%202026%2015:22:09%20GMT	https://spadarisrl.com/about-us.html	C:/My%20Web%20Sites/Spadari/spadarisrl.com/about-us.html	(from https://spadarisrl.com/)
12:27:27	95931/95931	---M-Z	200	added ('OK')	application/javascript	etag:%22176bb-60825dd2e5408-gzip%22	https://spadarisrl.com/js/jquery.min.js	C:/My%20Web%20Sites/Spadari/spadarisrl.com/js/jquery.min.js	(from https://spadarisrl.com/)
12:27:28	862371/862371	---M--	200	added ('OK')	image/jpeg	etag:%22d28a3-60825dce33d60%22	https://spadarisrl.com/images/slide2.jpg	C:/My%20Web%20Sites/Spadari/spadarisrl.com/images/slide2.jpg	(from https://spadarisrl.com/)
12:27:28	240027/240027	---MCZ	200	added ('OK')	application/javascript	etag:%223a99b-60825dd2e5fc0-gzip%22	https://spadarisrl.com/js/jquery-ui.min.js	C:/My%20Web%20Sites/Spadari/spadarisrl.com/js/jquery-ui.min.js	(from https://spadarisrl.com/)
12:27:28	104628/104628	---M-Z	200	added ('OK')	application/javascript	etag:%22198b4-60825dd498cc8-gzip%22	https://spadarisrl.com/rs-plugin/js/jquery.themepunch.tools.min.js?rev=5.0	C:/My%20Web%20Sites/Spadari/spadarisrl.com/rs-plugin/js/jquery.themepunch.tools.min838f.js	(from https://spadarisrl.com/)
12:27:28	54910/54910	---M-Z	200	added ('OK')	application/javascript	etag:%22d67e-60825dd474aa8-gzip%22	https://spadarisrl.com/rs-plugin/js/jquery.themepunch.revolution.min.js?rev=5.0	C:/My%20Web%20Sites/Spadari/spadarisrl.com/rs-plugin/js/jquery.themepunch.revolution.min838f.js	(from https://spadarisrl.com/)
12:27:28	40401/40401	---M-Z	200	added ('OK')	application/javascript	etag:%229dd1-60825dd3178b8-gzip%22	https://spadarisrl.com/js/owl.carousel.min.js	C:/My%20Web%20Sites/Spadari/spadarisrl.com/js/owl.carousel.min.js	(from https://spadarisrl.com/)
12:27:29	21506/21506	---M-Z	200	added ('OK')	application/javascript	etag:%225402-60825dd30f3e8-gzip%22	https://spadarisrl.com/js/jquery.prettyPhoto.js	C:/My%20Web%20Sites/Spadari/spadarisrl.com/js/jquery.prettyPhoto.js	(from https://spadarisrl.com/)
12:27:29	23389/23389	---M-Z	200	added ('OK')	application/javascript	etag:%225b5d-60825dd575fd8-gzip%22	https://spadarisrl.com/rs-plugin/js/extensions/revolution.extension.video.min.js	C:/My%20Web%20Sites/Spadari/spadarisrl.com/rs-plugin/js/extensions/revolution.extension.video.min.js	(from https://spadarisrl.com/)
12:27:29	28125/28125	---M-Z	200	added ('OK')	application/javascript	etag:%226ddd-60825dd56e2d8-gzip%22	https://spadarisrl.com/rs-plugin/js/extensions/revolution.extension.slideanims.min.js	C:/My%20Web%20Sites/Spadari/spadarisrl.com/rs-plugin/js/extensions/revolution.extension.slideanims.min.js	(from https://spadarisrl.com/)
12:27:29	32025/32025	---M-Z	200	added ('OK')	application/javascript	etag:%227d19-60825dd51ed50-gzip%22	https://spadarisrl.com/rs-plugin/js/extensions/revolution.extension.layeranimation.min.js	C:/My%20Web%20Sites/Spadari/spadarisrl.com/rs-plugin/js/extensions/revolution.extension.layeranimation.min.js	(from https://spadarisrl.com/)
12:27:30	25783/25783	---M-Z	200	added ('OK')	application/javascript	etag:%2264b7-60825dd5475c0-gzip%22	https://spadarisrl.com/rs-plugin/js/extensions/revolution.extension.navigation.min.js	C:/My%20Web%20Sites/Spadari/spadarisrl.com/rs-plugin/js/extensions/revolution.extension.navigation.min.js	(from https://spadarisrl.com/)
12:27:30	7293/7293	---M-Z	200	added ('OK')	application/javascript	etag:%221c7d-60825dd32fb70-gzip%22	https://spadarisrl.com/js/scripts.js	C:/My%20Web%20Sites/Spadari/spadarisrl.com/js/scripts.js	(from https://spadarisrl.com/)
12:27:30	46108/46108	---M--	200	added ('OK')	image/jpeg	etag:%22b41c-60825dcc30f18%22	https://spadarisrl.com/images/image1.jpg	C:/My%20Web%20Sites/Spadari/spadarisrl.com/images/image1.jpg	(from https://spadarisrl.com/css/style.css)
12:27:30	3370/3370	---M--	200	added ('OK')	image/jpeg	etag:%22d2a-60825dcc7ed30%22	https://spadarisrl.com/images/image14.jpg	C:/My%20Web%20Sites/Spadari/spadarisrl.com/images/image14.jpg	(from https://spadarisrl.com/css/style.css)
12:27:31	319354/319354	---M--	200	added ('OK')	image/jpeg	etag:%224df7a-60825dccf4fd0%22	https://spadarisrl.com/images/image6.jpg	C:/My%20Web%20Sites/Spadari/spadarisrl.com/images/image6.jpg	(from https://spadarisrl.com/css/style.css)
12:27:31	196/196	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Apr%202026%2015:22:13%20GMT	https://spadarisrl.com/images/image13.jpg	C:/My%20Web%20Sites/Spadari/spadarisrl.com/images/image13.jpg	(from https://spadarisrl.com/css/style.css)
12:27:31	8823/8823	---M--	200	added ('OK')	image/png	etag:%222277-60825dccb7f40%22	https://spadarisrl.com/images/image17.png	C:/My%20Web%20Sites/Spadari/spadarisrl.com/images/image17.png	(from https://spadarisrl.com/css/style.css)
12:27:31	162098/162098	---M--	200	added ('OK')	image/jpeg	etag:%2227932-60825dccf8e50%22	https://spadarisrl.com/images/image7.jpg	C:/My%20Web%20Sites/Spadari/spadarisrl.com/images/image7.jpg	(from https://spadarisrl.com/css/style.css)
12:27:32	76518/76518	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2212ae6-60825dcb616c8%22	https://spadarisrl.com/fonts/fontawesome-webfont.eot?v=4.6.3	C:/My%20Web%20Sites/Spadari/spadarisrl.com/fonts/fontawesome-webfont5b62.eot	(from https://spadarisrl.com/css/font-awesome.css)
12:27:32	76518/76518	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2212ae6-60825dcb616c8%22	https://spadarisrl.com/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/Spadari/spadarisrl.com/fonts/fontawesome-webfontd41d.eot	(from https://spadarisrl.com/css/font-awesome.css)
12:27:32	71896/71896	---M--	200	added ('OK')	text/html	etag:%22118d8-60825dcbc67f8%22	https://spadarisrl.com/fonts/fontawesome-webfont.woff2?v=4.6.3	C:/My%20Web%20Sites/Spadari/spadarisrl.com/fonts/fontawesome-webfont5b62.html	(from https://spadarisrl.com/css/font-awesome.css)
12:27:32	90412/90412	---M--	200	added ('OK')	application/x-font-woff	etag:%221612c-60825dcbbe328%22	https://spadarisrl.com/fonts/fontawesome-webfont.woff?v=4.6.3	C:/My%20Web%20Sites/Spadari/spadarisrl.com/fonts/fontawesome-webfont5b62.woff	(from https://spadarisrl.com/css/font-awesome.css)
12:27:32	152796/152796	---M--	200	added ('OK')	application/x-font-ttf	etag:%22254dc-60825dcb99550%22	https://spadarisrl.com/fonts/fontawesome-webfont.ttf?v=4.6.3	C:/My%20Web%20Sites/Spadari/spadarisrl.com/fonts/fontawesome-webfont5b62.ttf	(from https://spadarisrl.com/css/font-awesome.css)
12:27:33	391622/391622	---M--	200	added ('OK')	image/svg+xml	etag:%225f9c6-60825dcb8ca30%22	https://spadarisrl.com/fonts/fontawesome-webfont.svg?v=4.6.3	C:/My%20Web%20Sites/Spadari/spadarisrl.com/fonts/fontawesome-webfont5b62.svg	(from https://spadarisrl.com/css/font-awesome.css)
12:27:33	196/196	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Apr%202026%2015:22:15%20GMT	https://spadarisrl.com/rs-plugin/fonts/revicons/revicons.eot?5510888	C:/My%20Web%20Sites/Spadari/spadarisrl.com/rs-plugin/fonts/revicons/revicons90c6.eot	(from https://spadarisrl.com/rs-plugin/css/settings.css)
12:27:33	196/196	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Apr%202026%2015:22:15%20GMT	https://spadarisrl.com/rs-plugin/fonts/revicons/revicons.woff?5510888	C:/My%20Web%20Sites/Spadari/spadarisrl.com/rs-plugin/fonts/revicons/revicons90c6.woff	(from https://spadarisrl.com/rs-plugin/css/settings.css)
12:27:33	196/196	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Apr%202026%2015:22:15%20GMT	https://spadarisrl.com/rs-plugin/fonts/revicons/revicons.ttf?5510888	C:/My%20Web%20Sites/Spadari/spadarisrl.com/rs-plugin/fonts/revicons/revicons90c6.ttf	(from https://spadarisrl.com/rs-plugin/css/settings.css)
12:27:34	196/196	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Apr%202026%2015:22:16%20GMT	https://spadarisrl.com/rs-plugin/fonts/revicons/revicons.svg?5510888	C:/My%20Web%20Sites/Spadari/spadarisrl.com/rs-plugin/fonts/revicons/revicons90c6.svg	(from https://spadarisrl.com/rs-plugin/css/settings.css)
12:27:34	196/196	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Apr%202026%2015:22:16%20GMT	https://spadarisrl.com/rs-plugin/css/openhand.cur	C:/My%20Web%20Sites/Spadari/spadarisrl.com/rs-plugin/css/openhand.cur	(from https://spadarisrl.com/rs-plugin/css/settings.css)
12:27:34	196/196	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Apr%202026%2015:22:16%20GMT	https://spadarisrl.com/rs-plugin/css/closedhand.cur	C:/My%20Web%20Sites/Spadari/spadarisrl.com/rs-plugin/css/closedhand.cur	(from https://spadarisrl.com/rs-plugin/css/settings.css)
12:27:34	196/196	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Apr%202026%2015:22:16%20GMT	https://spadarisrl.com/rs-plugin/assets/gridtile.png	C:/My%20Web%20Sites/Spadari/spadarisrl.com/rs-plugin/assets/gridtile.png	(from https://spadarisrl.com/rs-plugin/css/settings.css)
12:27:34	196/196	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Apr%202026%2015:22:16%20GMT	https://spadarisrl.com/rs-plugin/assets/gridtile_white.png	C:/My%20Web%20Sites/Spadari/spadarisrl.com/rs-plugin/assets/gridtile_white.png	(from https://spadarisrl.com/rs-plugin/css/settings.css)
12:27:35	196/196	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Apr%202026%2015:22:17%20GMT	https://spadarisrl.com/rs-plugin/assets/gridtile_3x3.png	C:/My%20Web%20Sites/Spadari/spadarisrl.com/rs-plugin/assets/gridtile_3x3.png	(from https://spadarisrl.com/rs-plugin/css/settings.css)
12:27:35	196/196	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Apr%202026%2015:22:17%20GMT	https://spadarisrl.com/rs-plugin/assets/gridtile_3x3_white.png	C:/My%20Web%20Sites/Spadari/spadarisrl.com/rs-plugin/assets/gridtile_3x3_white.png	(from https://spadarisrl.com/rs-plugin/css/settings.css)
12:27:35	196/196	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Apr%202026%2015:22:17%20GMT	https://spadarisrl.com/rs-plugin/assets/coloredbg.png	C:/My%20Web%20Sites/Spadari/spadarisrl.com/rs-plugin/assets/coloredbg.png	(from https://spadarisrl.com/rs-plugin/css/settings.css)
12:27:35	2545/2545	---M--	200	added ('OK')	image/gif	etag:%229f1-60825dd3acf58%22	https://spadarisrl.com/rs-plugin/assets/loader.gif	C:/My%20Web%20Sites/Spadari/spadarisrl.com/rs-plugin/assets/loader.gif	(from https://spadarisrl.com/rs-plugin/css/settings.css)
12:27:36	196/196	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Apr%202026%2015:22:18%20GMT	https://spadarisrl.com/css/owl.video.play.png	C:/My%20Web%20Sites/Spadari/spadarisrl.com/css/owl.video.play.png	(from https://spadarisrl.com/css/owl.carousel.css)
12:27:36	196/196	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Apr%202026%2015:22:18%20GMT	https://spadarisrl.com/images/prettyPhoto/facebook/default_thumbnail.gif	C:/My%20Web%20Sites/Spadari/spadarisrl.com/images/prettyPhoto/facebook/default_thumbnail.gif	(from https://spadarisrl.com/css/prettyPhoto.css)
12:27:36	196/196	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Apr%202026%2015:22:18%20GMT	https://spadarisrl.com/images/prettyPhoto/light_rounded/btnNext.png	C:/My%20Web%20Sites/Spadari/spadarisrl.com/images/prettyPhoto/light_rounded/btnNext.png	(from https://spadarisrl.com/css/prettyPhoto.css)
12:27:37	196/196	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Apr%202026%2015:22:19%20GMT	https://spadarisrl.com/images/prettyPhoto/light_rounded/loader.gif	C:/My%20Web%20Sites/Spadari/spadarisrl.com/images/prettyPhoto/light_rounded/loader.gif	(from https://spadarisrl.com/css/prettyPhoto.css)
12:27:37	196/196	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Apr%202026%2015:22:19%20GMT	https://spadarisrl.com/images/prettyPhoto/dark_rounded/contentPattern.png	C:/My%20Web%20Sites/Spadari/spadarisrl.com/images/prettyPhoto/dark_rounded/contentPattern.png	(from https://spadarisrl.com/css/prettyPhoto.css)
12:27:37	196/196	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Apr%202026%2015:22:19%20GMT	https://spadarisrl.com/locations-single.html	C:/My%20Web%20Sites/Spadari/spadarisrl.com/locations-single.html	(from https://spadarisrl.com/serv1.html)
12:27:38	303794/303794	---M--	200	added ('OK')	image/jpeg	etag:%224a2b2-60825dcdcfbd0%22	https://spadarisrl.com/images/serv3.jpg	C:/My%20Web%20Sites/Spadari/spadarisrl.com/images/serv3.jpg	(from https://spadarisrl.com/serv1.html)
12:27:38	296894/296894	---M--	200	added ('OK')	image/jpeg	etag:%22487be-60825dcdafc18%22	https://spadarisrl.com/images/serv2.jpg	C:/My%20Web%20Sites/Spadari/spadarisrl.com/images/serv2.jpg	(from https://spadarisrl.com/serv2.html)
12:27:38	218729/218729	---M--	200	added ('OK')	image/jpeg	etag:%2235669-60825dcd92758%22	https://spadarisrl.com/images/serv1.jpg	C:/My%20Web%20Sites/Spadari/spadarisrl.com/images/serv1.jpg	(from https://spadarisrl.com/serv3.html)
12:27:39	190719/190719	---M--	200	added ('OK')	image/jpeg	etag:%222e8ff-60825dcd31890%22	https://spadarisrl.com/images/image8.jpg	C:/My%20Web%20Sites/Spadari/spadarisrl.com/images/image8.jpg	(from https://spadarisrl.com/embarcaciones.html)
12:27:39	196/196	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Apr%202026%2015:22:21%20GMT	https://spadarisrl.com/yacht-charter-single.html	C:/My%20Web%20Sites/Spadari/spadarisrl.com/yacht-charter-single.html	(from https://spadarisrl.com/embarcaciones.html)
12:27:39	231664/231664	---M--	200	added ('OK')	image/jpeg	etag:%22388f0-60825dcd30120%22	https://spadarisrl.com/images/image9.jpg	C:/My%20Web%20Sites/Spadari/spadarisrl.com/images/image9.jpg	(from https://spadarisrl.com/embarcaciones.html)
12:27:39	175716/175716	---M--	200	added ('OK')	image/jpeg	etag:%222ae64-60825dcc5bab0%22	https://spadarisrl.com/images/image10.jpg	C:/My%20Web%20Sites/Spadari/spadarisrl.com/images/image10.jpg	(from https://spadarisrl.com/embarcaciones.html)
12:27:39	219834/219834	---M--	200	added ('OK')	image/jpeg	etag:%2235aba-60825dcc65ec0%22	https://spadarisrl.com/images/image11.jpg	C:/My%20Web%20Sites/Spadari/spadarisrl.com/images/image11.jpg	(from https://spadarisrl.com/embarcaciones.html)
12:27:40	211153/211153	---M--	200	added ('OK')	image/jpeg	etag:%22338d1-60825dcc8fea0%22	https://spadarisrl.com/images/image12.jpg	C:/My%20Web%20Sites/Spadari/spadarisrl.com/images/image12.jpg	(from https://spadarisrl.com/embarcaciones.html)
